,subject,sum
82,bostrom1g0ap9fvex93yzzj69uzl74942vjvq8e4f8xtyr,67992083477.0
83,bostrom16zms8r32vad3z8hl2vc6wrcnanwmxf0dgh25yp,67229160818.0
84,bostrom18z9vsjffvggluxcxfqwsmrz02v37hx2e3auyn2,63671664821.0
85,bostrom1d3zlsrjyl3tzp3aly7vjduhrtrtvkvkeaqpdku,63422106566.0
86,bostrom1stfw0z5nf2ncxxtrk7zndpf2dla3nh379egwcy,61678847673.0
87,bostrom18jwk949jqgq3j2du2dgscqxqkkqw5rsjfuucf3,61558395847.0
88,bostrom13fwhvawke6867s6raqux25fd24t89j5h8wf2v0,60883067675.0
89,bostrom1lpfs6xv765u4yxr8rlyn5ux0g2a8tyt90hsnas,59256843788.0
90,bostrom147rnn0rxqkythj4j9ccq0kytmh7f005rn0a3zj,55311848847.0
91,bostrom1njsr8tngxtygsc73mrtn5738ztkzqy7c7y7h3t,51226833940.0
92,bostrom1argjwgcplguenq4l92ggn06wadnfrz0ecqrmqs,49391155208.0
93,bostrom1smqr5tp684g07aekcn0w852wqlme5mn6dmsny3,47098839942.0
94,bostrom1dl5df5g2xwj02e93k547etw2ergvc3a20v5ekz,46480474242.0
95,bostrom1eqkdzfcjnu20ywju35rf3nutxzjxjaqnxqfyyz,44081312892.0
96,bostrom1ldjugf3uj2gwkmmsf5japfknf96zv6hw7xw7v4,43229857071.0
97,bostrom1waac73cpffx7suhpkvnn8w0a8s2cgzn66x2aka,42415701749.0
98,bostrom13ume6mqte5h9ngx2hh6ngc8aham7x0k6stuvkm,41813199988.0
99,bostrom1y9zkl7uqjev899swng4eqfuurwaxpchwppewyc,40330418998.0
100,bostrom14d92r4svhl4qa3g6q48tjekarw2kt67ngqn4lr,40000000000.0
101,bostrom19ys53t55r725j882gjcrnf7s449gdrds3h2hu4,38253993813.0
102,bostrom16lf2hvzy4n4gvtx37pgkkdw2e2psfjjdpej53p,37988147654.0
103,bostrom1fapqgamx3c8za8d3z56sydjtjygyu0ly752j8g,37850807372.0
104,bostrom1v5jqg6k7mszmchhz8kyfml5h4e2txct9jz3am4,37418729590.0
105,bostrom1x7wp0u877dkw7m84jv54c9g6zpd5r8t2nm47gn,33812731064.0
106,bostrom1w4548vrnvc7t9j2ly55nvkjvhwqt9thnfcvuw6,33395512349.0
107,bostrom133t8m00w7llsslnf05zdhehharntly8dqzpfs8,31992273571.0
108,bostrom1ccvpcq9ffy0qd2ca8nmmpzfamtyjfc9znwak8m,31477425214.0
109,bostrom1kgq82m6z2jttytv7fvwy2rklhq5k03gc2h9sej,30494554808.0
110,bostrom1smtmk8fe3qhlwj3h7nynl6p42946qydzvgj9va,29390986364.0
111,bostrom1hvk6s053m6qdlz9kwllgldwf4qp2c3mrlh9s2q,29370149824.0
112,bostrom152kqs8p7d3jy6kn4uk87ve3alkuqjgewt3cmvz,28921406054.0
113,bostrom1gss7y04dky2fykck4dyp0pe39wxawlxm2l0yj2,28704261935.0
114,bostrom1ch6nukdgj55c9sk4h5t8spzhahuuvn86gqvarm,27485323135.0
115,bostrom1rqudjcrdwqedffxufmqgsleuguhm7pkaq0alce,27363284437.0
116,bostrom1qgqkc9t3pfsp6yxjwds70e4r9y0p6resmfnymc,26376882296.0
117,bostrom12kd8w45rqxuwpwqvpmdyvvdey9ezeqhav4nn85,26208333897.0
118,bostrom16yf94eecl6h44l5w7zp75skh3rg0k4veavx762,25185396846.0
119,bostrom1dn09uyhwmv3ratntc7c603vczgrec32c2fylpj,24175157388.0
120,bostrom1qezgmksavgdvcvf9ckhazfy3jfw8whhzfrvtlz,21979059507.0
121,bostrom1d552nfgekkugdgxw3zl242qpxapl67jfkz76tp,21555502893.0
122,bostrom1cerh237zd5rdexptjw8ryhwdf2tc9eupz7sfn0,20918517127.0
123,bostrom10vpygn9ftv85ra7j7qpewuq5jdgvpjmehlds0g,20335729382.0
124,bostrom18t3kx877vyvstcvn50cgn5w6hppe8ce0pq72m2,18546327724.0
125,bostrom1csf3up94qheqz88fvvlwjl7vc5sdymarktrvpw,18442151620.0
126,bostrom1kfqv2fzzu6dgwnf6snql2jslwdws07fl2gz37u,17879700159.0
127,bostrom1ggayl03vvv763az6eez66jzwuunyqkcusk8fwj,17754934798.0
128,bostrom1fjeq0urgk4x0s6pl2p2fes8c95426amp7lv4dv,17601345097.0
129,bostrom1tr3eyy9l480pxjk0ygudwpfus7j8pgdljn09jm,17537519175.0
130,bostrom16ahkkv0jzhtp73z83qlhqrypss6jpjm8eekpwv,17375703563.0
131,bostrom1jgh7ghrcr47tuahawzvg3svv2hxkxfx5u9lzr2,17333444802.0
132,bostrom1htq7u8gy9muv4fk6st04524tdzy8rv04528gys,16744189104.0
133,bostrom1kk9clwd4eva7ww95gn4rw3xzuwfs0983sl5cwt,16191669541.0
134,bostrom1mnfalar08dsvtwutmh43lnhx2zzmq7xhdulemj,15625500495.0
135,bostrom1402rpwdquxxkgvl740f6w69l65eau5vkqcvrax,15352967591.0
136,bostrom1s2a7rckcky6jmhncxwy0xtwf2ymg87puk6jpzz,14991446142.0
137,bostrom1fz799u9jc0umceng3nkjt0njxy6y3550uq06jn,14973655085.0
138,bostrom1k7cl9ya9qq30c7m4rvg3823hrc8k80eetqvhj8,14797976623.0
139,bostrom16d69u47km5vqdvf6fr8qyhktlacgka7fdvazr8,14751375909.0
140,bostrom16h7tyj5p69t3r7qasunf938cx2elp38fhqc7zr,14539845200.0
141,bostrom19y467lyhqlpa52y6snq9cxw47xhwq0th3p05r0,14256149914.0
142,bostrom16ge9uqpqf78jdt0uz58ycalhtg59w77qm9t7d2,14222312706.0
143,bostrom1lljcf37yxh24l3v4kwqsyghwz4ywlg6urg4kte,13616553392.0
144,bostrom1cjyv02cja896rr5y5lks79enk2nretn3mqyc69,13496733093.0
145,bostrom1463la66ac89tmlwgvx20c4d2jv84ekzs8kzh87,13368713572.0
146,bostrom1zeg2k7kd8qadmwd3kslwmag3erq7hqxt5aajjz,13256692761.0
147,bostrom1wzqyjejz5px38vgqsegafrcexl3963q9dsgqh9,13098969682.0
148,bostrom164k2s2s2td6a30d3rvnv93scy3v29psw4j3ndm,12701785716.0
149,bostrom1rya5547x4lrwc2npd63s89ny2dvhamv9dfx9x9,12090950492.0
150,bostrom18wn5kyxewwk6qh97493xtj9gufpmqserfahc37,12063356572.0
151,bostrom1kf0d64nuwsf2zeul5wkx78fsznplnlpsfh7fqw,11673069511.0
152,bostrom1mnqlcc7mslzxcf798acp80u2fxudsuzdn0px6s,11450689724.0
153,bostrom1evz2xfd6sam0kzz5qc5lje4s90vcgyyrzz47pm,11323309556.0
154,bostrom1d7n8znqg635yxnzlsycnt6kut8z5du5yftutrf,10958899451.0
155,bostrom1ke6pp2kq2wx74tlh5fxqgp7af6jtsna3kktuh6,10821951299.0
156,bostrom1mzmzlzk4xpm6zy68c43e6hen98w07yhfedumgg,10780033350.0
157,bostrom1wt9h9wm3zf7yzsy68x7v8p973w02kw8yyurh55,10537454450.0
158,bostrom1nywu6z26tpcrr2kcqe8z7t235wrfkhfcfhlzmk,10010077798.0
159,bostrom1fpl40sref5vp8kfm7xkqlq5qc0v4xrjvk89kwa,9928446115.0
160,bostrom143x4d5wx50204zyreqg8ekgq3n3fcaxucacztp,9826875134.0
161,bostrom16pdckvu70ufzvm8avd9anga6k35nu7axym02wp,9792986284.0
162,bostrom1udal5nr3lz7mg7j7k79se4rz0tsjj8lur45q99,9724669100.0
163,bostrom1ucl2c39dpwqm9pp6cvmlazn2tkwavszhs27j96,9691549420.0
164,bostrom1y83nga220nfjt9zz0mmqc90cd705az95n5cfwj,9608859331.0
165,bostrom18ghjkwygsvjcsh20tc5zzhfttxxuex7a9lq8ps,9561458741.0
166,bostrom1nvr4qa7szsd3e7xfysn946gcqv5wyemlcxmxpw,9496345773.0
167,bostrom18txzlmkqf264a2awhey6lmeq0dtv5ex69d2fcy,9333557553.0
168,bostrom1pswgrf5ap0kld3lpun5z4x08wh7nmgamd8mgex,8641145058.0
169,bostrom1mmtt0cnsgwx3t90vs4tn9k08kw8xn4v3pggfu7,6701991111.0
170,bostrom1mryr27k3h8kqr5ahj82v0ym2xexdewfc9rmng8,6310270182.0
171,bostrom1gg73t0eyrkqf953waqxh6uqah62p46jyg82ulr,5787292447.0
172,bostrom184dur4s6pldvhvcyputu6yshsm09s6wmvylt8k,5728639830.0
173,bostrom19vgwu99fdawejnedgsfx8dmxuc0z4emjf7a044,5014404214.0
174,bostrom1gxyf6tsjamnavmkfk43mwfzwscn4tgfkz8k85n,5000000000.0
175,bostrom1g2d9xyuf7ddgaj4llxvg50pfhlsr9ehf2r8dr6,4540964890.0
176,bostrom1s6v5ragv9gg3sq7j3aeqtyy82uaxv3y05hzhh8,4273801138.0
177,bostrom1jx0az02ccnt4mgj2r9vhvycsdjsztrrgdkwzr3,4220671315.0
178,bostrom1nuc82t22xgp09rs2tdnlxxgm95pjg5matjwwye,3573424538.0
179,bostrom1r90j4656xsug2hkj57a3knqcs9huh3ea88ykhp,3475567070.0
180,bostrom12ysvrknuwdr6737fnc06v875whfh52xj3ewaf2,3110274746.0
181,bostrom10trdf5eyfcmc9graltx4hmpgznhrm7hdz82k2n,3089394184.0
182,bostrom15n3t80p7eseld809f7fu3s9tlcezlymkfeu59n,3025728495.0
183,bostrom1zl0t5703q42qx7drxsgl9thjwlul5x6unjhwgn,2742969308.0
184,bostrom1mskldfjlnup46adzss7lukfh3emm6z4lmqhk7z,2319538547.0
185,bostrom15gk8edxtvvp372flljk884fav55y8ehwru4u8w,2279889403.0
186,bostrom1hyjhy0tp6geral2g9vj9nyteglf8t5q42gfq3j,2188890839.0
187,bostrom1d8mq46wt2yxsgwrmh6hhfgycl0537w8gggn47f,2182283065.0
188,bostrom1jz57cgfr248y9w6sn76l7pugjkr6e7zh6y2grp,2178739020.0
189,bostrom1w4tk9lj8qtx2x4xf4emgrnq950hnlajsxlnl3u,2157832899.0
190,bostrom1s8l0akn79kk74g32kf86stfsa08ck9qmm4v6ws,2127001347.0
191,bostrom10aqelwndkz9k8uawp26elxep64ayc5rgn24h7p,2121431270.0
192,bostrom1ap7zhu5gxlk7n3g97dqehm9nnt3mje3nr5jecs,2099980900.0
193,bostrom13q0m4hw6pmajqdqn4g464vzmst78sf55ktrp05,2064986311.0
194,bostrom1j6he98h8xwnt2yp9eczhhuff3k3hvk98gr27ee,2055552415.0
195,bostrom1p0r7uxstcw8ehrwuj4kn8qzzs0yypsjwxgd445,2018839163.0
196,bostrom1hmrxmc27fu4ggdpvpxqtahn6uvtj38vuu77a02,1854496759.0
197,bostrom1gw5kdey7fs9wdh05w66s0h4s24tjdvtc9v6vpe,1799479675.0
198,bostrom1kajt7sxfpnfujm7ptj90654lmwz4sftpc9mp9a,1743792737.0
199,bostrom1y6huw3naar38u4rtgqmlh9smfu93gszst9tawp,1688512495.0
200,bostrom15kdrahda8qcyfa9xe8kt2f737m22x2sleslj5l,1631606648.0
201,bostrom1uwfk6h06w8vnhmyp48vwcpgwncsec8yv3z0xyg,1502715615.0
202,bostrom15kl5tv0smz5h8eewu5hs9mtnusz4dereyqxxtw,1479291012.0
203,bostrom1uew6fawa3ahu60tj5kspmr4u0zvljj69q4s3ps,1449896366.0
204,bostrom1avvkajdvmj9d8jpl0ga4scftjykeuhjpsa9kf5,1402024260.0
205,bostrom16qu2ymnzzjn05xc6yszjy50caaahcahdvmex5e,1362390306.0
206,bostrom1hqeqy4s039q0qcpayqcyaq5hyyvmph97t79m9n,1190379955.0
207,bostrom1mj0sj4eaar5qnjn3l05ep5wgq3l6agtvvqwvyk,1178234463.0
208,bostrom1wm4026rxqcrkh09k806m6y4lys942etx5cjz9z,1175744534.0
209,bostrom1hk49ws6ded79xmwehv7yrw3q6mfj7kulafxqhr,1163906573.0
210,bostrom1t575qeee3qgshuf964qal057z77vljqef9tlck,1099995800.0
211,bostrom1n55zyf6wlvh8jp4wxqgx4ta283jx0e2n2tutgm,1099456389.0
212,bostrom1a4mzr2y2g0cc9f0uhyeh3ftmsfxzqwxfdqtd7c,1091480793.0
213,bostrom105zy26ze9gean4qukqlvhkv4mtcndc9t2xaydz,1006206924.0
214,bostrom1duc9gthaeg82lx9pdf642g043xqhgxgxmfvwsz,994320008.0
215,bostrom1ezpth4mp3eeqdt49kgqd5ctr69xev6v2gykpur,992303613.0
216,bostrom14h099ukgvp4fm9qs0xnmljzhevrmneq6m6cltv,978084362.0
217,bostrom1xpl2sx64ra5san4su0r0hj8z9eh5cf5dcv48qa,970654649.0
218,bostrom1hem3076xmat8ttr0cg0nnn2lghtc2p7xtzpj8s,951329198.0
219,bostrom1xhk0s2ynz2sq3ak3lr4u5gg0da4vyaxkfjhg7l,924447759.0
220,bostrom1wkjn2nc4v5g3tpjj043wxtmeda90ql3yqqddav,855636472.0
221,bostrom1jdmfxzpnqqlhjsju3mz7qsgvvdparw5acx7t62,785826769.0
222,bostrom1a30w6j4m6g3s2c6zt02z56xynnuaqmn3ahwxuq,774688373.0
223,bostrom1pmaltcu0x97x8j5klc8xluaapkzcvztcn2vkmw,736741030.0
224,bostrom1sm9sq4wnn62tk5yz0x3fvvx2ea9efguqwvdu64,722135415.0
225,bostrom1m0tjgkrh4td9fcp8nnssu3rfdahzfgdshsall9,716491906.0
226,bostrom1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4uwev5z,704276829.0
227,bostrom1u3ap2d4ytcqrr6jlsjf380g3lvgldq4m64s7dg,675487504.0
228,bostrom1keny4peq77drtcdj6fscd9eknqcqyjmxqcr8t8,647527281.0
229,bostrom1gyhwacrpqwues05pkavw7xwehcqsmgruy34zps,564067516.0
230,bostrom16w2xwdzf6tzucpwcjjqtg9656a4kkv7g2f6vk9,458125791.0
231,bostrom1u2s32xsws9y2sskz6zvn7lawepdqxad5dcsyy6,330695020.0
232,bostrom14z6glatrayal5j53632kcefskyge6ujmgshqfv,327466267.0
233,bostrom1g36u05ehktgw5h5udj8hyudd9057d9tx9r6zef,318861091.0
234,bostrom1vrym7t34gs9t2dkd8z849zcymkj54kgq7pdf8z,315570246.0
235,bostrom1glgevt43557u6s7a2q9q40kzt8myw4ngcv6wr6,309112576.0
236,bostrom14n625exc6ftee3t6tez3hj47lv49amjzan5pkr,236797768.0
237,bostrom1z8mlsd42eaguaqf5gexy5a7jxgpwpgvz99qzft,218609970.0
238,bostrom1v2n3hg6s4resacgpemfyrd5hul2ntk7tftnk6u,218382779.0
239,bostrom1ufpz4dlnfawg0pr5dcq4hkrf9gs30mu0272p9w,218341548.0
240,bostrom1mkhugmqg9c0qe27stz3m4my9xq7e9pct0jyr3p,218115192.0
241,bostrom19uryr2zuxcfdevfq429jng9a2evxwadlsky04c,198757551.0
242,bostrom1vx9qctuxswd6ydcv4z5pcuuvct7y9l0nqq799x,197896695.0
243,bostrom1smsn8u0h5tlvt3jazf78nnrv54aspged9h2nl9,189911129.0
244,bostrom1jst67u54vquzvun3dawpmpwyx5ar8mayaak5j7,181160067.0
245,bostrom1kk79xcsuah7ckvunku78094gyh7900ehkllkur,173703544.0
246,bostrom1fhj7pkuvwflr7z7ngp2v9tj7g58aq2tjgvqfaj,135097195.0
247,bostrom1l4krahjfp87exsmumzpnrfeaer2gsghpuwhfp6,112519320.0
248,bostrom16s7gwc944patdynnfnvac0jh5u76wsnflty377,77674844.0
249,bostrom137eezcxcyqgt6kshfdfuvnsdgwpujyje2l8qdz,73708712.0
250,bostrom19wtkh935tx2ut2n4m6tjvkfvew4shaeezfl7em,59855356.0
251,bostrom190y8vwhmyjdnk7cfutcm7u8haw80xyejdwxsql,56952126.0
252,bostrom1rfh303jsl5297sxgs5txpt97lvxpjt4he3yy5r,54988260.0
253,bostrom1a2kn43nquua6gmr4n42htmjpceqj7fzushe28h,52853070.0
254,bostrom1uz39kh64w8p5df034fh6g5hwpdq8m0h5rx58he,49997750.0
255,bostrom1u74s0z4ft63c6zz7g8xs62esdtdjkzuk4zf0rt,42282456.0
256,bostrom1n89a8avc4j7cv75lfsyynx5kazlk80ar5qcdx6,41000576.0
257,bostrom12u6qgyrdsy4xmw04vfkkkh9a9tqzw66g59hudt,27886903.0
258,bostrom175tm6fucmk0e29cfgzaud6kqgksy25p884kjx0,27577867.0
259,bostrom1pjvkddp4fmx8ym5j7s7su8kn3zuqj255djzpja,22780851.0
260,bostrom1v46pz6ddetfc3tnvdr28ss0l48jhazgynvp3c7,15731647.0
261,bostrom13nrdf490fsuv4rwjp02hlyvalqjkn5u6xxqvqz,14925385.0
262,bostrom1fp9q2t9zn9gr5qjh9wljxuavtcsc4h8uqgnm2e,12175972.0
263,bostrom158mysantvvk7x65tfhhuu8q2va4ls34r54hk78,9819332.0
264,bostrom1clalfxmsrqdgnqq5uxlx0mc983pyp3wq4xl03c,4713279.0
265,bostrom13zf8kghx7h5fyttk6xdnjqn9c87z0rd36sfqjw,4320506.0
266,bostrom1wf8alywyvlxy2dqfe38efdpdmuscfpf4jxvg6r,4320506.0
267,bostrom1cc43k76udpd3xvpn6md76zz3ru6nvcnreeg2eq,3927733.0
268,bostrom1l5x6kerswths5xl0d6672y9yyn9mg2vw8yz59q,3142186.0
269,bostrom16vc2mjjfxx2h5m6jpdp4nqfu5095qaeeq27qxj,2749413.0
270,bostrom1mn8ev805fde2xswght0snwfayfj9tn54dt24zg,2749413.0
271,bostrom1qe4sguqg8ztlyy7psf7lzwr4ahph9j36k5hltz,2749413.0
272,bostrom1jmhqgld7luvuhh42wac24z6nlggjvkc7fzgs62,2356640.0
273,bostrom1qjknpllzp6w6qsxxjx52zxald29wpyzljznzdv,1571093.0
274,bostrom16862syzdtc6h0sxz92jhnjjas5yhhjgzvyewwd,1571093.0
275,bostrom1dx8mvxfu6mpfnjehvdkp9lsvu78ek2gjr7r766,1571093.0
276,bostrom1eq2h9enjxsg5s08scr69lzwde8fl79snw20dc8,1571093.0
277,bostrom1teuan269feyw4ax94jfp4pcgrhqnn28gxxz8mw,1178320.0
278,bostrom1yvlp9gzqaufwz02swp5wqsqhlmfcrcl8m22gzm,785547.0
279,bostrom1latzme6xf6s8tsrymuu6laf2ks2humqvfcz7m6,785547.0
280,bostrom1c7pv6zyza76f3yhv0zvjc042e8m7w796qmvkse,785547.0
281,bostrom1ec9da8avgv7tnvsx3v8g8veqrhlqq26lnncg5t,785547.0
282,bostrom1yslufs9kq762qty0wh62c8qtlpm2202ejmw4ef,392773.0
283,bostrom1y935ede6znmcvqdmn6mnl2aa5zxcqvvracsczu,392773.0
284,bostrom1kjhdx3nkh6krdhryvjzkq33xwh6wsyy7y8ark6,392773.0
285,bostrom1jxpe7neu764uasz5y5u4lrr5jtltv430gjm9dw,392773.0
286,bostrom1hq8d6pu2l6wkrwu9jxcqjcu55g8l43zxmrd6dk,392773.0
287,bostrom1c4h647a9rj8n9zye5ttmh9chpg66f3ffdvdds0,392773.0
288,bostrom14ysuwg6p4fzfaa6tg4s3hazu86pfevsw4cegce,392773.0
289,bostrom1y675phjdvw576ahlcmlamrzr28rjht9mx709lg,392773.0
290,bostrom1kz6s2mp4rg7plj8p4qqe2wkegn4ldw3ak2a7qc,233827.0
